reviewerID,asin,overall,unixReviewTime
2116,1244,1,1172793600
2309,1800,1,1172793600
569,219,1,1173139200
3282,8772,1,1173139200
1599,5206,1,1173571200
3675,3479,1,1173657600
1970,1809,1,1173744000
569,899,1,1173916800
1010,12614,1,1173916800
1317,3006,1,1173916800
4791,10689,1,1173916800
177,56,1,1174003200
90,1003,1,1174262400
2602,5879,1,1174780800
280,86,1,1174867200
3282,7626,1,1174867200
837,382,1,1175212800
837,1559,1,1175212800
837,1573,1,1175212800
1971,1727,1,1175558400
57,2290,1,1175731200
124,71,1,1175731200
727,6216,1,1175731200
181,822,1,1175817600
4345,9107,1,1175817600
268,3090,1,1176163200
903,3156,1,1176163200
1088,2613,1,1176163200
1926,2889,1,1176163200
146,2556,1,1176249600
2044,4023,1,1176336000
1891,1831,1,1176422400
329,1005,1,1176508800
1824,1032,1,1176595200
79,1056,1,1176681600
2853,2073,1,1176681600
1227,1748,1,1177027200
1227,4012,1,1177027200
3650,3418,1,1177027200
632,2126,1,1177113600
782,1003,1,1177113600
1599,2227,1,1177286400
51,601,1,1177372800
79,1438,1,1177459200
2201,1748,1,1177459200
267,84,1,1177977600
267,1137,1,1177977600
267,1271,1,1177977600
1642,3280,1,1177977600
2753,2553,1,1177977600
417,141,1,1178064000
1227,1114,1,1178064000
3341,2850,1,1178236800
2900,2124,1,1178409600
325,2382,1,1178496000
325,2383,1,1178496000
979,2133,1,1178496000
3426,2997,1,1178582400
3053,16266,1,1178668800
2621,2680,1,1178841600
269,84,1,1178928000
1151,581,1,1178928000
160,56,1,1179014400
2563,1697,1,1179014400
4012,4423,1,1179014400
2052,1167,1,1179100800
323,3494,1,1179273600
3187,4113,1,1179619200
1885,4519,1,1179705600
325,3860,1,1179792000
2052,2690,1,1179792000
3555,3258,1,1179792000
632,2116,1,1180137600
632,2134,1,1180137600
980,2137,1,1180137600
980,4141,1,1180137600
1317,1977,1,1180137600
175,163,1,1180396800
113,3251,1,1180656000
2726,1876,1,1180828800
980,4171,1,1181001600
323,5098,1,1181347200
1151,3192,1,1181347200
1523,820,1,1181347200
1516,1084,1,1181520000
1516,4019,1,1181520000
3421,2981,1,1181692800
1688,2930,1,1181779200
2046,1163,1,1181779200
1688,936,1,1181865600
1688,937,1,1181865600
674,4511,1,1181952000
1227,2715,1,1181952000
2415,1553,1,1182124800
2415,2093,1,1182124800
1971,1126,1,1182211200
2241,1494,1,1182384000
240,72,1,1182470400
734,505,1,1182729600
734,2408,1,1182729600
1516,819,1,1182729600
3332,3644,1,1182816000
1299,1805,1,1182902400
1782,2175,1,1182988800
1876,1127,1,1183248000
1952,2795,1,1183334400
410,135,1,1183420800
1819,2590,1,1183593600
1819,2734,1,1183593600
727,10760,1,1183766400
2027,1154,1,1183766400
2461,2664,1,1183766400
0,4186,1,1184025600
1599,3756,1,1184025600
280,1187,1,1184198400
1158,581,1,1184198400
2220,2070,1,1184198400
451,3288,1,1184457600
3426,2998,1,1184544000
1944,4145,1,1184630400
1120,551,1,1184716800
2528,1656,1,1184716800
991,2736,1,1184803200
1472,5561,1,1184889600
323,494,1,1185148800
1599,3978,1,1185148800
2677,4560,1,1185148800
2677,4955,1,1185148800
956,4407,1,1185321600
3434,4097,1,1185494400
2775,1944,1,1185840000
323,2304,1,1185926400
297,1420,1,1186012800
1596,2895,1,1186012800
323,2089,1,1186099200
2682,6379,1,1186185600
2154,3028,1,1186272000
11,1179,1,1186358400
1088,1032,1,1186358400
1088,2589,1,1186358400
2806,7747,1,1186444800
2433,2574,1,1186531200
3958,4258,1,1186617600
729,4612,1,1186704000
2490,3654,1,1186704000
451,951,1,1186790400
2263,1386,1,1186790400
2650,4644,1,1186790400
1365,3333,1,1186876800
1365,6497,1,1186876800
3570,3287,1,1186963200
3357,2979,1,1187049600
2677,1834,1,1187222400
3713,3583,1,1187222400
1990,3962,1,1187308800
2375,1509,1,1187395200
2677,4949,1,1187395200
3214,2622,1,1187395200
4143,4983,1,1187395200
79,3968,1,1187481600
267,2700,1,1187568000
1970,2351,1,1187568000
1783,1003,1,1187654400
1783,1156,1,1187654400
1783,2513,1,1187654400
85,4113,1,1187827200
996,3585,1,1187827200
996,3499,1,1187913600
2546,6215,1,1187913600
2179,1306,1,1188000000
3472,3079,1,1188086400
1970,1121,1,1188259200
124,3622,1,1188518400
319,5198,1,1188518400
1365,706,1,1188604800
124,1114,1,1188691200
261,3745,1,1188777600
1225,1244,1,1188777600
1832,1037,1,1189123200
3424,4894,1,1189123200
639,888,1,1189555200
365,116,1,1189728000
292,4121,1,1190073600
392,2393,1,1190419200
52,655,1,1190505600
1971,4427,1,1190505600
650,1630,1,1190592000
381,2630,1,1190764800
3339,3933,1,1191196800
2375,4663,1,1191283200
47,712,1,1191456000
1227,3314,1,1191628800
1075,3906,1,1191715200
1522,820,1,1191715200
3427,2998,1,1191715200
1586,1295,1,1191801600
356,1562,1,1191974400
991,3070,1,1191974400
3255,2710,1,1192060800
1908,3933,1,1192147200
356,6218,1,1192233600
650,789,1,1192233600
1227,2667,1,1192406400
124,4576,1,1192665600
1227,1265,1,1192752000
1874,1127,1,1192838400
272,84,1,1193011200
446,2383,1,1193184000
649,3933,1,1193184000
2199,4041,1,1193184000
1819,2670,1,1193270400
2015,4025,1,1193270400
991,1386,1,1193356800
4139,4971,1,1193356800
959,446,1,1193529600
1599,963,1,1193616000
2827,2023,1,1193702400
4201,7098,1,1193702400
404,2933,1,1193875200
404,4121,1,1193875200
1538,4172,1,1193875200
1538,4450,1,1193875200
3240,3294,1,1193875200
2303,1431,1,1194134400
2650,4607,1,1194134400
1299,681,1,1194220800
1665,918,1,1194393600
3403,2939,1,1194393600
3403,2940,1,1194393600
1349,4745,1,1194480000
2271,1396,1,1194480000
58,15,1,1194566400
58,156,1,1194566400
1676,1538,1,1194566400
1676,2645,1,1194566400
1676,2691,1,1194566400
1993,1132,1,1194825600
323,5063,1,1194912000
395,1295,1,1194912000
2683,1834,1,1194912000
145,48,1,1195084800
913,735,1,1195084800
1253,7131,1,1195344000
354,111,1,1195430400
3714,5073,1,1195430400
498,1135,1,1195516800
498,3586,1,1195516800
61,913,1,1195603200
1819,1030,1,1195603200
113,2662,1,1195689600
536,3756,1,1195776000
1029,2606,1,1196121600
1700,3933,1,1196294400
2919,2823,1,1196380800
398,1194,1,1196467200
1944,1098,1,1196553600
1783,2572,1,1196640000
1209,5645,1,1196726400
1665,2930,1,1196726400
1088,1727,1,1196812800
1088,1729,1,1196812800
1088,2039,1,1196812800
1819,4063,1,1196812800
175,2510,1,1196899200
1131,562,1,1197158400
1131,1072,1,1197158400
2911,10031,1,1197158400
341,2857,1,1197244800
569,5216,1,1197244800
1377,1746,1,1197244800
1796,1321,1,1197244800
1299,1169,1,1197331200
2979,3210,1,1197331200
2402,5205,1,1197417600
1665,3906,1,1197504000
1328,2589,1,1197590400
73,281,1,1197676800
318,1051,1,1197849600
1971,1122,1,1197849600
1665,6944,1,1197936000
439,1237,1,1198022400
455,5552,1,1198195200
42,5880,1,1198454400
323,5056,1,1198627200
2381,4076,1,1198627200
291,3116,1,1198713600
291,3668,1,1198713600
1994,1163,1,1198972800
3038,4025,1,1198972800
312,3653,1,1199059200
1079,4689,1,1199059200
2303,2072,1,1199059200
367,2385,1,1199145600
1686,3054,1,1199145600
4199,5303,1,1199145600
996,1271,1,1199232000
2086,4356,1,1199232000
2152,5275,1,1199232000
42,94,1,1199318400
3187,3261,1,1199318400
3403,4278,1,1199404800
145,3788,1,1199491200
2773,1942,1,1199491200
1970,1495,1,1199577600
1088,2614,1,1199664000
4138,5078,1,1199664000
558,5305,1,1199750400
558,5308,1,1199750400
1224,630,1,1199836800
2490,1630,1,1199836800
2490,1636,1,1199836800
1885,8911,1,1199923200
446,6147,1,1200096000
1528,3000,1,1200096000
2433,2588,1,1200096000
1586,2852,1,1200182400
1151,4113,1,1200614400
1235,5578,1,1200700800
2608,2933,1,1200700800
3710,3756,1,1200700800
2608,7347,1,1200787200
3317,2865,1,1200787200
1885,1188,1,1200960000
729,2560,1,1201132800
903,1049,1,1201132800
1028,496,1,1201305600
155,56,1,1201478400
1684,936,1,1201478400
320,2656,1,1201910400
2608,1756,1,1201910400
3402,2939,1,1201910400
1782,3910,1,1201996800
0,0,1,1202083200
2819,5150,1,1202169600
4063,4617,1,1202169600
128,664,1,1202256000
328,1948,1,1202256000
2593,1742,1,1202256000
1010,3261,1,1202342400
1010,3756,1,1202342400
169,56,1,1202428800
2563,2562,1,1202428800
2563,3313,1,1202428800
2563,4061,1,1202428800
1209,3756,1,1202515200
1375,4017,1,1202515200
2063,2399,1,1202515200
2228,7131,1,1202515200
2152,1281,1,1202601600
2221,1354,1,1202947200
996,561,1,1203033600
2234,1345,1,1203033600
1131,3757,1,1203292800
1905,2007,1,1203292800
412,136,1,1203379200
1942,1094,1,1203465600
2811,2000,1,1203465600
924,838,1,1203638400
284,89,1,1203724800
323,6992,1,1203811200
570,1099,1,1203984000
913,415,1,1203984000
913,5948,1,1203984000
913,6346,1,1203984000
2608,2620,1,1203984000
2608,3496,1,1203984000
2615,1762,1,1203984000
278,1702,1,1204070400
2755,3933,1,1204070400
3652,3422,1,1204156800
152,56,1,1204243200
4198,5388,1,1204416000
147,5129,1,1204761600
2911,2147,1,1204761600
301,2506,1,1204848000
339,3933,1,1204848000
2168,1295,1,1204848000
2571,4173,1,1204848000
727,3596,1,1204934400
291,92,1,1205107200
303,1295,1,1205107200
1796,1016,1,1205107200
303,1296,1,1205193600
446,150,1,1205193600
503,2140,1,1205193600
503,3438,1,1205193600
507,185,1,1205193600
507,1048,1,1205193600
3539,5200,1,1205193600
310,4932,1,1205280000
1333,6094,1,1205280000
3632,4927,1,1205366400
2174,5795,1,1205539200
2797,2364,1,1205539200
3101,2428,1,1205539200
180,4367,1,1205712000
394,164,1,1205712000
394,1339,1,1205712000
3008,4660,1,1205712000
56,2397,1,1205971200
2911,3528,1,1206144000
1527,1918,1,1206316800
3043,2332,1,1206316800
3043,2334,1,1206316800
323,10113,1,1206403200
1146,2629,1,1206662400
1724,4602,1,1206662400
3424,2986,1,1206662400
3615,3362,1,1206748800
1796,2670,1,1206835200
2373,1506,1,1206921600
2373,1558,1,1206921600
2373,2643,1,1206921600
2373,3357,1,1206921600
2373,3721,1,1206921600
272,12116,1,1207008000
742,4821,1,1207094400
2724,1876,1,1207094400
2724,2148,1,1207094400
356,1540,1,1207180800
447,1630,1,1207180800
2303,2971,1,1207267200
1879,1051,1,1207353600
1879,2654,1,1207353600
599,2556,1,1207440000
2847,2055,1,1207612800
2847,3969,1,1207612800
993,686,1,1207699200
2176,3765,1,1207699200
3043,2339,1,1207872000
649,1295,1,1207958400
3220,4886,1,1207958400
487,9083,1,1208044800
2108,1237,1,1208044800
3794,4589,1,1208044800
410,5675,1,1208131200
476,166,1,1208131200
507,1237,1,1208131200
729,1121,1,1208131200
729,3829,1,1208131200
729,5160,1,1208131200
1763,3933,1,1208217600
925,4617,1,1208304000
729,3310,1,1208390400
2464,3256,1,1208476800
3248,2690,1,1208563200
302,4976,1,1208649600
1119,7373,1,1208649600
1375,793,1,1208649600
218,1144,1,1208736000
509,185,1,1208736000
654,4963,1,1208736000
2108,3315,1,1208736000
3065,2376,1,1208822400
498,185,1,1208995200
654,2232,1,1209081600
654,6147,1,1209081600
4268,5627,1,1209081600
590,1303,1,1209340800
590,1993,1,1209340800
1375,1751,1,1209340800
2919,5826,1,1209427200
558,8911,1,1209513600
1110,5061,1,1209945600
1728,4254,1,1209945600
315,5303,1,1210032000
1375,2661,1,1210032000
1365,2757,1,1210204800
184,3000,1,1210377600
1796,4113,1,1210377600
1030,7492,1,1210550400
3568,3672,1,1210550400
1642,891,1,1210723200
2618,1767,1,1210809600
4257,5574,1,1210809600
258,7213,1,1210896000
1375,2930,1,1210896000
2272,1397,1,1210896000
303,2563,1,1210982400
303,15530,1,1210982400
1748,2333,1,1211068800
79,1834,1,1211155200
79,2116,1,1211155200
1023,2500,1,1211241600
320,100,1,1211328000
1773,1990,1,1211414400
303,898,1,1211500800
303,899,1,1211500800
2421,2045,1,1211587200
1504,808,1,1211673600
1836,1038,1,1211760000
2485,2104,1,1211846400
3746,3665,1,1211846400
124,1676,1,1211932800
667,5261,1,1212105600
667,7038,1,1212105600
2830,4842,1,1212105600
284,210,1,1212192000
4404,6462,1,1212192000
1120,3000,1,1212278400
303,3194,1,1212364800
599,1925,1,1212364800
996,1187,1,1212451200
1642,3322,1,1212451200
1836,2901,1,1212451200
3045,4567,1,1212451200
437,4127,1,1212537600
452,5350,1,1212537600
1642,2383,1,1212624000
2060,1175,1,1212624000
1875,4093,1,1212883200
1684,4516,1,1212969600
303,657,1,1213056000
303,2040,1,1213056000
2555,5024,1,1213056000
4269,5632,1,1213056000
2097,1221,1,1213142400
303,1538,1,1213228800
303,1540,1,1213228800
303,1569,1,1213228800
1782,2572,1,1213228800
1101,539,1,1213315200
2413,1551,1,1213315200
446,6920,1,1213488000
2801,1983,1,1213488000
260,2914,1,1213574400
260,2926,1,1213574400
260,3606,1,1213574400
569,1588,1,1213574400
569,4580,1,1213574400
3249,5006,1,1213574400
316,5278,1,1213660800
1124,554,1,1213660800
317,2922,1,1213747200
2475,2933,1,1213747200
1375,1750,1,1213833600
2854,2073,1,1213833600
3657,3437,1,1213920000
4496,7149,1,1213920000
303,4668,1,1214006400
1328,1032,1,1214092800
2154,3589,1,1214092800
303,156,1,1214179200
303,6112,1,1214179200
341,1367,1,1214179200
503,890,1,1214179200
966,1445,1,1214179200
2320,2483,1,1214179200
3041,2331,1,1214179200
1585,2077,1,1214265600
1585,4127,1,1214265600
1956,1366,1,1214438400
2345,3032,1,1214438400
1990,5127,1,1214524800
1810,4124,1,1214611200
47,6542,1,1214697600
1123,554,1,1214784000
2656,2706,1,1214784000
675,1583,1,1214870400
2205,7006,1,1214870400
2566,1702,1,1214870400
133,6622,1,1214956800
1123,5152,1,1214956800
303,1506,1,1215043200
3707,3575,1,1215043200
1901,1064,1,1215129600
524,4645,1,1215216000
1836,6606,1,1215216000
80,2379,1,1215302400
452,1926,1,1215302400
452,5354,1,1215302400
4240,5485,1,1215302400
590,2648,1,1215388800
932,436,1,1215388800
1599,4514,1,1215475200
2176,1299,1,1215475200
2724,2019,1,1215475200
1974,1127,1,1215561600
1974,2219,1,1215561600
1974,4113,1,1215561600
3897,6094,1,1215648000
2571,6976,1,1215734400
715,2773,1,1215907200
715,2901,1,1215907200
715,3408,1,1215907200
1953,6384,1,1215907200
2169,1295,1,1215907200
2672,6448,1,1215907200
3636,5005,1,1215907200
323,1831,1,1215993600
3083,2388,1,1215993600
3083,5214,1,1215993600
4070,6960,1,1215993600
742,333,1,1216166400
312,2736,1,1216339200
312,6105,1,1216339200
312,7014,1,1216339200
340,3000,1,1216339200
949,1946,1,1216425600
1328,1030,1,1216425600
1349,3003,1,1216425600
1761,1563,1,1216425600
1944,3495,1,1216425600
1977,1142,1,1216425600
2571,1712,1,1216425600
2796,5138,1,1216512000
2796,9066,1,1216512000
3897,4012,1,1216512000
1349,4146,1,1216598400
1151,1095,1,1216684800
1809,10760,1,1216684800
2199,7418,1,1216684800
2830,2386,1,1216684800
143,2617,1,1216771200
1963,7866,1,1216771200
2571,2378,1,1216771200
4237,5481,1,1216771200
2863,4113,1,1216857600
272,2142,1,1216944000
1030,1551,1,1216944000
1977,1129,1,1216944000
459,4518,1,1217116800
536,426,1,1217116800
2242,1354,1,1217116800
79,3264,1,1217203200
667,909,1,1217203200
729,1324,1,1217203200
2242,4719,1,1217203200
268,13840,1,1217289600
903,3115,1,1217289600
2060,2763,1,1217289600
303,1539,1,1217376000
303,1555,1,1217376000
524,1546,1,1217376000
977,1387,1,1217376000
2063,1179,1,1217376000
1941,7845,1,1217462400
2571,3960,1,1217462400
2307,5761,1,1217548800
2672,7845,1,1217635200
1585,1123,1,1217721600
132,5471,1,1217808000
157,6036,1,1217808000
1015,491,1,1217808000
1088,2683,1,1217808000
132,1523,1,1217894400
157,1925,1,1217894400
157,7845,1,1217894400
2375,3000,1,1217894400
2595,6121,1,1217894400
503,3437,1,1218067200
67,5080,1,1218153600
111,4378,1,1218240000
2229,1338,1,1218240000
1941,2381,1,1218326400
2796,5854,1,1218412800
414,139,1,1218499200
414,1682,1,1218499200
414,6987,1,1218499200
1288,2831,1,1218499200
1976,6137,1,1218499200
2199,6027,1,1218499200
2866,2085,1,1218758400
264,5439,1,1218844800
1146,5871,1,1218931200
727,5605,1,1219190400
4195,5605,1,1219190400
437,6105,1,1219276800
868,2113,1,1219276800
4195,5278,1,1219276800
543,3756,1,1219363200
868,3408,1,1219363200
3671,3475,1,1219363200
184,56,1,1219449600
184,878,1,1219449600
184,3001,1,1219449600
184,3911,1,1219449600
3477,3091,1,1219536000
1333,6137,1,1219622400
2115,6302,1,1219622400
124,3876,1,1219708800
1480,7001,1,1219708800
2672,5006,1,1219795200
4239,7670,1,1219795200
53,1670,1,1219881600
53,1681,1,1219881600
278,139,1,1219881600
2634,3254,1,1219881600
409,3152,1,1219968000
1038,4994,1,1219968000
1901,2073,1,1219968000
600,2512,1,1220140800
1005,1897,1,1220140800
1120,856,1,1220140800
3350,4579,1,1220140800
324,102,1,1220227200
2031,3986,1,1220227200
3043,2333,1,1220313600
190,281,1,1220486400
1365,4119,1,1220486400
1586,4865,1,1220486400
113,6046,1,1220572800
133,1329,1,1220572800
2571,4004,1,1220572800
394,2726,1,1220659200
650,5174,1,1220659200
2307,1433,1,1220659200
2592,2908,1,1220659200
758,5441,1,1220745600
1762,2389,1,1220745600
1871,1726,1,1220745600
600,2214,1,1220832000
2413,3148,1,1220832000
2595,5057,1,1221091200
3432,4590,1,1221091200
3707,4284,1,1221091200
1539,7635,1,1221177600
3531,3617,1,1221177600
569,1728,1,1221264000
956,1959,1,1221264000
2592,3408,1,1221264000
462,4606,1,1221350400
507,4314,1,1221350400
1619,5984,1,1221350400
1941,4562,1,1221350400
690,3198,1,1221436800
2182,1310,1,1221436800
2600,4266,1,1221436800
2865,2594,1,1221436800
272,93,1,1221523200
1826,1031,1,1221523200
3631,3396,1,1221523200
528,7996,1,1221609600
1349,5324,1,1221609600
393,3006,1,1221696000
2613,4343,1,1221696000
874,5135,1,1221782400
1831,1036,1,1221782400
2204,2959,1,1221955200
639,3408,1,1222041600
966,2517,1,1222041600
2115,1244,1,1222041600
2592,1741,1,1222128000
959,3443,1,1222214400
2220,1705,1,1222214400
2796,2382,1,1222214400
1533,821,1,1222387200
1533,2598,1,1222387200
2244,3756,1,1222387200
2592,4170,1,1222732800
3162,7557,1,1222732800
3918,6790,1,1222732800
3266,4119,1,1222819200
758,7499,1,1222905600
2303,3125,1,1222905600
2171,1296,1,1222992000
4005,4396,1,1222992000
1426,7149,1,1223164800
1970,7670,1,1223424000
536,10760,1,1223510400
1038,4121,1,1223510400
1977,1271,1,1223596800
2796,2381,1,1223596800
1038,4968,1,1223683200
3844,4113,1,1223683200
77,4113,1,1223769600
124,7765,1,1223769600
148,6852,1,1223769600
570,5658,1,1223769600
1229,2076,1,1223769600
152,7422,1,1223856000
1941,1762,1,1223856000
2255,6211,1,1223856000
3205,6748,1,1223856000
3539,7508,1,1223856000
141,8521,1,1223942400
1375,3001,1,1224028800
1375,7580,1,1224028800
3018,2627,1,1224028800
124,4185,1,1224115200
2460,1586,1,1224201600
3367,2901,1,1224201600
1935,6811,1,1224288000
528,820,1,1224374400
1665,5228,1,1224374400
1941,1237,1,1224374400
175,3007,1,1224460800
258,94,1,1224460800
996,3742,1,1224460800
1941,6058,1,1224460800
2035,7014,1,1224460800
1195,5277,1,1224547200
1963,8378,1,1224547200
2672,8378,1,1224547200
3341,4617,1,1224547200
4516,8378,1,1224547200
439,1800,1,1224633600
1935,1086,1,1224633600
79,8378,1,1224720000
124,7425,1,1224720000
1209,3969,1,1224720000
4269,8378,1,1224720000
4643,8378,1,1224720000
4644,8378,1,1224720000
4646,8378,1,1224720000
181,8378,1,1224806400
288,8378,1,1224806400
3631,6317,1,1224806400
1120,6036,1,1224892800
2220,2669,1,1224979200
3636,4599,1,1224979200
4252,8378,1,1224979200
4645,8378,1,1225065600
124,633,1,1225152000
1936,1086,1,1225152000
2009,5730,1,1225152000
2867,3788,1,1225152000
3636,8378,1,1225152000
2109,8378,1,1225324800
92,5724,1,1225411200
3349,5604,1,1225411200
2046,2850,1,1225497600
3217,8378,1,1225497600
1005,2977,1,1225584000
1546,5484,1,1225584000
1546,8378,1,1225584000
4452,6852,1,1225584000
171,14838,1,1225670400
1874,1050,1,1225670400
278,7883,1,1225756800
570,6601,1,1225756800
3670,8378,1,1225756800
258,5868,1,1225843200
3180,4170,1,1225843200
3180,6597,1,1225843200
3791,8378,1,1225843200
445,2100,1,1225929600
3220,8378,1,1225929600
3406,8378,1,1225929600
445,3083,1,1226016000
996,5104,1,1226016000
1209,4974,1,1226016000
1941,1093,1,1226016000
2610,2522,1,1226016000
2069,8378,1,1226102400
48,1808,1,1226188800
70,21,1,1226188800
133,2182,1,1226188800
3909,8378,1,1226188800
1192,3687,1,1226275200
