reviewerID,asin,overall,unixReviewTime
487,262,1,1140739200
2593,288,1,1140739200
2602,210,1,1140825600
1146,121,1,1141257600
2197,110,1,1141257600
3217,43,1,1141344000
1528,294,1,1141862400
1688,241,1,1142208000
2553,233,1,1142294400
4262,239,1,1142294400
2608,121,1,1143244800
4640,226,1,1143417600
4640,239,1,1143590400
2553,316,1,1143763200
3301,221,1,1144368000
3082,280,1,1144540800
2553,202,1,1145577600
324,221,1,1145836800
3936,185,1,1146268800
1724,185,1,1146700800
315,328,1,1147305600
2621,309,1,1147305600
1818,64,1,1148688000
2042,166,1,1149033600
2042,220,1,1149120000
2593,120,1,1149206400
4896,241,1,1149638400
3064,355,1,1150156800
356,62,1,1150243200
2569,251,1,1150761600
2255,120,1,1150848000
2900,291,1,1151020800
2042,255,1,1151280000
2042,278,1,1151280000
142,137,1,1151366400
356,60,1,1151884800
113,185,1,1152144000
4827,288,1,1152230400
528,349,1,1152316800
43,269,1,1153008000
1118,362,1,1153008000
2610,134,1,1153180800
2154,120,1,1153785600
1528,201,1,1153958400
1944,223,1,1154304000
528,233,1,1154649600
2553,322,1,1155081600
315,356,1,1155772800
1339,241,1,1155772800
4640,218,1,1155859200
956,56,1,1156377600
956,172,1,1156377600
956,236,1,1156377600
847,288,1,1156464000
1742,136,1,1156550400
1742,174,1,1156550400
4827,316,1,1156550400
1088,152,1,1156809600
324,312,1,1157241600
882,162,1,1157414400
260,294,1,1157846400
3064,201,1,1158019200
2151,269,1,1158278400
325,185,1,1158364800
113,201,1,1158537600
1120,328,1,1158537600
1120,380,1,1158537600
2461,125,1,1158969600
905,249,1,1159142400
2070,412,1,1159401600
1944,354,1,1159833600
325,352,1,1160611200
882,235,1,1160611200
323,198,1,1160870400
66,225,1,1161043200
1115,366,1,1162339200
1010,201,1,1162512000
2641,422,1,1162857600
1665,451,1,1162944000
1665,445,1,1163030400
1807,270,1,1163203200
3867,355,1,1163203200
4400,370,1,1164153600
933,386,1,1164844800
303,221,1,1165363200
404,201,1,1165449600
51,380,1,1165795200
240,199,1,1165881600
2553,391,1,1165968000
1030,363,1,1166400000
993,201,1,1166486400
321,191,1,1166745600
2151,363,1,1166745600
192,201,1,1166918400
192,263,1,1167004800
341,349,1,1167264000
341,462,1,1167264000
3804,269,1,1167523200
2986,190,1,1167782400
4598,269,1,1167782400
4598,443,1,1167782400
1302,391,1,1167955200
1743,312,1,1168128000
1743,1014,1,1168128000
1743,1085,1,1168128000
2345,184,1,1168300800
2643,386,1,1168300800
261,185,1,1168473600
3804,268,1,1168646400
2101,340,1,1168905600
4373,353,1,1169942400
316,198,1,1170028800
324,90,1,1170115200
4685,382,1,1170374400
393,201,1,1170547200
2571,444,1,1170892800
460,307,1,1171238400
690,172,1,1171497600
239,60,1,1171584000
239,201,1,1171584000
1339,275,1,1171670400
4185,311,1,1171756800
1931,232,1,1171843200
292,355,1,1171929600
958,443,1,1171929600
160,289,1,1172534400
2197,331,1,1172620800
186,391,1,1172793600
980,386,1,1172880000
1329,197,1,1172880000
599,362,1,1173052800
980,158,1,1173052800
569,419,1,1173139200
980,198,1,1173139200
2659,183,1,1173312000
4284,195,1,1173312000
2197,201,1,1173830400
1504,201,1,1174348800
2534,362,1,1174348800
1831,185,1,1174521600
1665,481,1,1175126400
1338,513,1,1175558400
1421,312,1,1175731200
3804,240,1,1175817600
1619,363,1,1175904000
3421,201,1,1175904000
2988,508,1,1176076800
1970,66,1,1176249600
2553,385,1,1176422400
1475,352,1,1176595200
4324,152,1,1177459200
3406,520,1,1177632000
2753,201,1,1177977600
729,359,1,1178409600
753,172,1,1178409600
753,244,1,1178409600
753,306,1,1178409600
405,305,1,1178496000
439,121,1,1178755200
2028,452,1,1178841600
2028,536,1,1178841600
142,201,1,1178928000
2621,375,1,1178928000
4189,172,1,1178928000
4189,317,1,1178928000
4189,363,1,1178928000
4189,378,1,1178928000
511,297,1,1179187200
1041,470,1,1179187200
3867,201,1,1179187200
1333,355,1,1179360000
1970,172,1,1179792000
3953,554,1,1179792000
4640,314,1,1179964800
3427,324,1,1180051200
1181,287,1,1180396800
146,453,1,1180569600
2621,204,1,1180569600
4395,311,1,1180656000
1596,445,1,1180742400
2593,230,1,1180742400
3437,409,1,1180915200
254,335,1,1181001600
958,506,1,1181088000
2461,201,1,1181260800
2845,434,1,1181260800
2168,495,1,1181606400
1688,201,1,1181779200
3390,359,1,1181779200
487,352,1,1181952000
4878,201,1,1181952000
2189,172,1,1182297600
2817,346,1,1182384000
3473,423,1,1182643200
511,357,1,1182988800
317,616,1,1183680000
4324,386,1,1183939200
1253,563,1,1184284800
1528,598,1,1184284800
2774,330,1,1184284800
1837,172,1,1184457600
3496,121,1,1184544000
980,201,1,1184630400
400,478,1,1184976000
3707,87,1,1184976000
1970,445,1,1185062400
567,284,1,1185148800
1253,240,1,1185235200
4182,362,1,1185408000
4663,279,1,1185408000
960,269,1,1185494400
3427,620,1,1185580800
991,240,1,1185840000
608,314,1,1186012800
110,541,1,1186099200
110,625,1,1186099200
11,343,1,1186358400
2677,597,1,1186358400
1528,592,1,1186444800
1162,507,1,1186531200
2528,369,1,1186617600
1993,182,1,1186704000
1993,501,1,1186704000
343,191,1,1186876800
2350,508,1,1186963200
309,208,1,1187049600
1253,362,1,1187049600
2350,617,1,1187308800
1783,243,1,1187654400
1783,453,1,1187654400
1299,497,1,1187740800
1570,597,1,1187827200
1676,267,1,1187827200
639,544,1,1188345600
244,141,1,1188432000
2555,126,1,1188518400
508,379,1,1188604800
4374,369,1,1188691200
2553,204,1,1188864000
3175,201,1,1188950400
4198,415,1,1189123200
4990,596,1,1189209600
2565,223,1,1189296000
2553,539,1,1189382400
393,343,1,1189728000
2138,309,1,1189728000
1944,144,1,1190073600
43,681,1,1190678400
4640,481,1,1190678400
4332,285,1,1190764800
4640,504,1,1190851200
2197,44,1,1191024000
4406,590,1,1191024000
3043,503,1,1191196800
2555,182,1,1191369600
2555,185,1,1191369600
2428,264,1,1191456000
2428,304,1,1191456000
4500,434,1,1191801600
1028,645,1,1191888000
788,201,1,1191974400
4392,401,1,1192060800
1131,362,1,1192233600
77,1049,1,1192406400
2009,485,1,1192665600
4640,443,1,1192665600
682,318,1,1192752000
2009,413,1,1192752000
3427,697,1,1193011200
2610,123,1,1193270400
3987,206,1,1193356800
2181,614,1,1193529600
3348,383,1,1194048000
4753,620,1,1194048000
2460,351,1,1194134400
3652,182,1,1194220800
3652,362,1,1194220800
1665,646,1,1194825600
2375,581,1,1194825600
4438,565,1,1194825600
639,508,1,1195257600
639,579,1,1195257600
639,612,1,1195257600
3497,508,1,1195430400
3804,253,1,1195516800
4262,201,1,1195516800
4763,52,1,1195948800
1209,390,1,1196208000
3497,545,1,1196294400
1642,110,1,1196726400
1942,92,1,1196726400
639,617,1,1196812800
2013,490,1,1196812800
2586,610,1,1196985600
2847,617,1,1196985600
246,686,1,1197072000
1743,1089,1,1197072000
1131,437,1,1197158400
3385,143,1,1197590400
2140,711,1,1197763200
2977,240,1,1197936000
2977,914,1,1197936000
2324,601,1,1198022400
2845,110,1,1198022400
3770,508,1,1198022400
1882,426,1,1198108800
1712,354,1,1198368000
1079,318,1,1198540800
1005,110,1,1198627200
169,592,1,1198886400
1956,669,1,1198972800
3477,492,1,1199059200
3994,267,1,1199059200
3994,453,1,1199059200
3994,592,1,1199059200
278,60,1,1199145600
192,75,1,1199232000
600,110,1,1199318400
145,462,1,1199491200
1041,155,1,1199577600
1041,201,1,1199577600
1041,213,1,1199577600
3804,188,1,1199664000
4138,559,1,1199664000
1528,92,1,1200009600
1931,172,1,1200009600
1931,304,1,1200009600
2958,439,1,1200182400
2958,714,1,1200182400
4030,110,1,1200182400
324,376,1,1200355200
637,460,1,1200355200
2762,585,1,1200441600
389,92,1,1200528000
1659,427,1,1200528000
3216,362,1,1200614400
3216,703,1,1200614400
4195,718,1,1200614400
4195,723,1,1200614400
2608,583,1,1200700800
2123,645,1,1200873600
858,546,1,1200960000
4304,640,1,1200960000
312,110,1,1201046400
316,354,1,1201132800
1029,415,1,1201305600
288,247,1,1201478400
563,381,1,1201478400
1088,697,1,1201564800
1374,544,1,1201564800
2428,684,1,1201564800
797,189,1,1201651200
2220,172,1,1201651200
1807,551,1,1201910400
2819,611,1,1202169600
3843,649,1,1202169600
4032,204,1,1202169600
4198,397,1,1202169600
128,720,1,1202256000
4828,296,1,1202256000
4828,330,1,1202256000
128,1049,1,1202342400
1926,292,1,1202342400
1533,1379,1,1202601600
2615,421,1,1202774400
2222,219,1,1202860800
2780,362,1,1202860800
668,164,1,1202947200
1131,736,1,1203292800
2280,743,1,1203292800
2106,580,1,1203379200
3216,92,1,1203379200
924,892,1,1203638400
1342,117,1,1203724800
2428,569,1,1203897600
2830,39,1,1203984000
2755,267,1,1204070400
2755,343,1,1204070400
2755,364,1,1204070400
3918,295,1,1204156800
11,570,1,1204243200
1599,284,1,1204243200
2375,362,1,1204329600
312,592,1,1204416000
4971,256,1,1204502400
2220,201,1,1204588800
1162,526,1,1204675200
1824,381,1,1204848000
2830,336,1,1205193600
3421,597,1,1205193600
3871,201,1,1205193600
310,1049,1,1205280000
1131,794,1,1205539200
1195,430,1,1205971200
2755,240,1,1205971200
4148,204,1,1205971200
3458,396,1,1206057600
1053,341,1,1206144000
263,201,1,1206489600
1807,343,1,1206748800
410,605,1,1207008000
2065,508,1,1207008000
2236,362,1,1207008000
4896,367,1,1207180800
4896,370,1,1207180800
599,179,1,1207440000
1740,787,1,1207526400
966,259,1,1207699200
1067,443,1,1207699200
1067,525,1,1207785600
1674,564,1,1207785600
2677,201,1,1207785600
2677,807,1,1207785600
690,393,1,1207958400
123,393,1,1208044800
1783,534,1,1208044800
1783,584,1,1208044800
478,646,1,1208131200
1919,470,1,1208390400
2197,592,1,1208390400
4245,605,1,1208390400
1365,801,1,1208563200
1111,580,1,1208649600
1111,588,1,1208649600
690,565,1,1208736000
434,592,1,1208995200
1078,201,1,1209168000
2263,445,1,1209254400
865,362,1,1209340800
847,785,1,1209427200
4020,428,1,1209427200
1122,744,1,1209600000
1365,201,1,1209600000
1672,147,1,1209600000
4800,752,1,1209859200
268,91,1,1210032000
322,503,1,1210204800
1365,838,1,1210204800
4289,589,1,1210204800
2771,689,1,1210291200
2771,829,1,1210291200
2979,949,1,1210291200
4289,627,1,1210291200
2979,204,1,1210464000
3559,360,1,1210464000
1687,704,1,1211155200
682,477,1,1211241600
3988,332,1,1211241600
1028,831,1,1211328000
1162,826,1,1211328000
3172,592,1,1211328000
3539,831,1,1211328000
3804,621,1,1211328000
4257,831,1,1211328000
4300,831,1,1211328000
4849,831,1,1211328000
1965,831,1,1211414400
4594,831,1,1211414400
3884,598,1,1211500800
3884,625,1,1211500800
4163,645,1,1211500800
4767,640,1,1211500800
303,831,1,1211673600
4245,717,1,1211673600
1990,831,1,1211932800
1607,376,1,1212019200
354,831,1,1212105600
521,993,1,1212105600
2013,592,1,1212192000
1054,205,1,1212278400
882,605,1,1212364800
3172,831,1,1212364800
451,831,1,1212451200
4163,747,1,1212451200
2621,929,1,1212624000
3863,831,1,1212710400
4138,587,1,1212883200
2345,44,1,1212969600
4269,798,1,1212969600
4269,200,1,1213056000
4269,699,1,1213056000
3225,653,1,1213315200
2196,831,1,1213660800
2528,580,1,1213747200
3797,831,1,1213747200
4699,831,1,1213833600
4943,831,1,1213833600
171,201,1,1214179200
4481,829,1,1214179200
4503,929,1,1214179200
1131,51,1,1214265600
1131,817,1,1214265600
1124,769,1,1214352000
654,500,1,1214438400
4945,769,1,1214438400
29,769,1,1214524800
1043,481,1,1214524800
1807,854,1,1214611200
4645,831,1,1214611200
2151,326,1,1214870400
2557,769,1,1215129600
452,623,1,1215302400
718,430,1,1215302400
4658,831,1,1215302400
718,592,1,1215475200
1528,929,1,1215475200
2565,810,1,1215561600
4849,443,1,1215561600
315,929,1,1215648000
435,592,1,1215820800
542,304,1,1215820800
991,626,1,1215907200
4257,1168,1,1215907200
404,831,1,1215993600
718,929,1,1215993600
339,953,1,1216080000
1528,831,1,1216166400
2528,1049,1,1216166400
2672,860,1,1216166400
4940,769,1,1216166400
1120,641,1,1216339200
1775,508,1,1216598400
4753,613,1,1216598400
315,856,1,1216771200
1349,713,1,1216857600
1528,541,1,1216857600
3429,645,1,1216857600
272,484,1,1216944000
392,779,1,1216944000
1517,2024,1,1216944000
3163,201,1,1216944000
2977,442,1,1217030400
1517,915,1,1217116800
4496,809,1,1217203200
2060,322,1,1217289600
966,891,1,1217548800
3670,672,1,1217548800
1807,564,1,1217635200
2184,603,1,1217721600
2230,110,1,1217721600
33,320,1,1217808000
132,275,1,1217808000
1015,519,1,1217808000
2230,336,1,1217808000
132,1007,1,1217894400
2586,1020,1,1218153600
2428,929,1,1218240000
1843,866,1,1218326400
132,648,1,1218499200
1228,711,1,1218499200
3021,755,1,1218672000
4913,691,1,1218672000
2866,719,1,1218758400
4245,668,1,1218758400
521,276,1,1218844800
1807,384,1,1219104000
310,831,1,1219190400
1528,891,1,1219190400
1556,770,1,1219190400
2417,402,1,1219363200
184,356,1,1219449600
2201,959,1,1219449600
2892,1092,1,1219449600
343,158,1,1219536000
3477,552,1,1219536000
639,842,1,1219622400
2115,205,1,1219622400
2924,693,1,1219622400
169,855,1,1219881600
315,704,1,1220486400
2740,721,1,1220486400
1941,1068,1,1220572800
1941,1069,1,1220572800
1941,1070,1,1220572800
2323,468,1,1220572800
2402,204,1,1220572800
949,709,1,1220659200
502,72,1,1220745600
1956,966,1,1220745600
1956,967,1,1220745600
2444,428,1,1220918400
3352,1010,1,1221177600
924,46,1,1221264000
1528,927,1,1221264000
969,267,1,1221350400
1518,742,1,1221436800
51,72,1,1221609600
3352,677,1,1221609600
4382,865,1,1221609600
4269,1045,1,1221782400
3770,927,1,1221868800
1229,493,1,1222041600
2115,382,1,1222041600
1896,201,1,1222214400
4789,1068,1,1222214400
1896,296,1,1222387200
1896,426,1,1222387200
312,1015,1,1222646400
4523,715,1,1222732800
4523,1103,1,1222732800
2015,683,1,1222992000
1993,852,1,1223164800
914,1067,1,1223251200
2324,961,1,1223251200
3837,508,1,1223337600
1258,780,1,1223510400
169,896,1,1223769600
1229,185,1,1223769600
1229,186,1,1223769600
1896,330,1,1223769600
563,561,1,1223856000
1731,492,1,1223856000
3781,932,1,1224028800
2197,192,1,1224115200
3815,831,1,1224115200
3073,903,1,1224201600
3781,933,1,1224288000
4089,180,1,1224460800
4089,250,1,1224460800
4089,350,1,1224460800
4803,1010,1,1224460800
4803,1015,1,1224460800
4803,1094,1,1224460800
1970,301,1,1224633600
2184,720,1,1224720000
289,676,1,1224979200
1896,48,1,1225065600
1896,55,1,1225065600
2867,462,1,1225152000
554,404,1,1225324800
924,1031,1,1225411200
1264,832,1,1225411200
2677,929,1,1225584000
1229,979,1,1225756800
160,936,1,1225843200
1262,615,1,1225929600
2197,862,1,1225929600
157,584,1,1226188800
584,532,1,1226448000
916,531,1,1226448000
916,630,1,1226448000
1131,524,1,1226707200
1807,599,1,1226793600
2852,1049,1,1226793600
1229,535,1,1226880000
4345,1142,1,1226880000
1469,1218,1,1227052800
3046,1015,1,1227052800
3674,343,1,1227052800
66,775,1,1227139200
312,1144,1,1227139200
312,1159,1,1227139200
1229,1143,1,1227139200
1965,871,1,1227139200
2271,814,1,1227139200
4828,527,1,1227225600
43,1144,1,1227398400
661,975,1,1227398400
3671,103,1,1227484800
3671,222,1,1227484800
3671,408,1,1227484800
4884,362,1,1227484800
341,1091,1,1227571200
3671,607,1,1227571200
2197,811,1,1227744000
4476,362,1,1227830400
114,600,1,1227916800
1225,272,1,1227916800
3950,1129,1,1227916800
4689,514,1,1227916800
966,580,1,1228089600
2333,618,1,1228089600
2666,632,1,1228089600
3439,2024,1,1228262400
3746,929,1,1228262400
3884,1049,1,1228262400
3782,1055,1,1228348800
4382,1183,1,1228348800
4268,768,1,1228435200
4671,1175,1,1228435200
2260,201,1,1228521600
2197,336,1,1228608000
56,774,1,1228867200
916,362,1,1229126400
916,870,1,1229126400
320,1175,1,1229212800
2433,276,1,1229212800
3660,1115,1,1229212800
108,859,1,1229299200
1368,690,1,1229299200
1368,815,1,1229299200
1739,742,1,1229385600
1986,1175,1,1229385600
2739,973,1,1229385600
3531,868,1,1229385600
4259,831,1,1229385600
3451,694,1,1229472000
2918,1258,1,1229558400
325,362,1,1229644800
2986,1102,1,1229817600
181,942,1,1229904000
701,201,1,1229904000
3341,190,1,1229904000
4514,370,1,1229904000
1015,1001,1,1230076800
1565,435,1,1230076800
181,245,1,1230163200
2197,342,1,1230163200
2045,1173,1,1230249600
2472,940,1,1230422400
783,1136,1,1230508800
4809,965,1,1230595200
325,1227,1,1230681600
347,701,1,1230681600
1053,623,1,1230681600
4934,1057,1,1230681600
1028,1057,1,1230768000
1338,965,1,1230768000
3668,831,1,1230854400
1935,768,1,1230940800
339,1057,1,1231027200
3884,681,1,1231113600
2643,344,1,1231200000
2643,832,1,1231200000
3297,1010,1,1231200000
3297,1142,1,1231200000
3324,560,1,1231200000
3640,794,1,1231200000
4737,299,1,1231200000
3296,441,1,1231286400
308,491,1,1231372800
2197,927,1,1231372800
2666,1057,1,1231372800
4317,1126,1,1231459200
4496,1057,1,1231459200
4792,878,1,1231459200
3216,845,1,1231545600
3216,1087,1,1231545600
142,1175,1,1231632000
312,1057,1,1231632000
3427,1234,1,1231632000
4514,362,1,1231632000
1787,755,1,1231718400
1824,762,1,1231718400
1824,1114,1,1231718400
2863,365,1,1231804800
2910,774,1,1231804800
2910,800,1,1231804800
1253,1015,1,1231891200
2136,1103,1,1231891200
302,831,1,1231977600
392,1057,1,1231977600
639,831,1,1231977600
1061,465,1,1231977600
1504,930,1,1231977600
1926,1125,1,1231977600
2161,991,1,1231977600
3062,1010,1,1231977600
268,831,1,1232064000
1739,923,1,1232064000
4185,863,1,1232150400
508,929,1,1232236800
1229,314,1,1232236800
470,950,1,1232582400
2045,1174,1,1232582400
3088,1015,1,1232582400
284,929,1,1232668800
1518,795,1,1232668800
1629,724,1,1232668800
1711,955,1,1232755200
3714,959,1,1232755200
1229,21,1,1232841600
1368,204,1,1232928000
53,805,1,1233014400
4878,972,1,1233014400
1120,1069,1,1233100800
312,1263,1,1233273600
1796,580,1,1233273600
4063,763,1,1233273600
2417,551,1,1233360000
2485,838,1,1233360000
2485,1048,1,1233360000
2643,824,1,1233532800
4219,281,1,1233532800
4635,1186,1,1233532800
55,967,1,1233619200
55,1126,1,1233619200
2496,648,1,1233619200
2496,1007,1,1233619200
1333,910,1,1233705600
2656,1056,1,1233705600
2866,694,1,1233792000
3175,92,1,1233878400
3438,769,1,1233878400
3671,392,1,1233878400
1546,1157,1,1233964800
2485,1079,1,1233964800
312,1277,1,1234051200
1965,1007,1,1234051200
2138,896,1,1234051200
2534,1175,1,1234051200
1599,639,1,1234137600
3413,1256,1,1234137600
3804,283,1,1234137600
4316,578,1,1234137600
4621,1057,1,1234137600
90,1082,1,1234310400
542,699,1,1234310400
554,1083,1,1234396800
1332,1071,1,1234396800
2102,1006,1,1234396800
4534,809,1,1234396800
1129,1200,1,1234483200
258,1098,1,1234569600
966,781,1,1234569600
1038,1306,1,1234569600
1739,765,1,1234569600
3477,1057,1,1234656000
1120,1299,1,1234742400
365,1157,1,1234828800
782,1010,1,1234828800
2921,1015,1,1234828800
2921,1091,1,1234828800
1111,767,1,1234915200
1710,962,1,1234915200
3088,1022,1,1235001600
11,1146,1,1235174400
608,831,1,1235174400
2069,1015,1,1235174400
2459,863,1,1235260800
3353,1149,1,1235260800
43,1299,1,1235347200
312,1366,1,1235347200
1710,928,1,1235347200
1807,1175,1,1235347200
639,983,1,1235433600
3747,459,1,1235433600
3747,523,1,1235433600
3747,549,1,1235433600
3925,1114,1,1235433600
4930,841,1,1235433600
3871,362,1,1235520000
478,1098,1,1235606400
3043,859,1,1235606400
3043,967,1,1235606400
2500,891,1,1235692800
2677,564,1,1235779200
312,1207,1,1235952000
3675,1175,1,1235952000
2230,1270,1,1236211200
3040,580,1,1236211200
328,556,1,1236297600
1332,556,1,1236297600
341,1073,1,1236384000
2595,652,1,1236470400
1131,0,1,1236556800
49,863,1,1236643200
729,618,1,1236643200
1209,1096,1,1236643200
1229,600,1,1236643200
1663,1103,1,1236643200
4569,632,1,1236643200
1030,1198,1,1236988800
2260,1034,1,1236988800
2260,1078,1,1236988800
2260,1163,1,1236988800
3658,1166,1,1237248000
2864,1024,1,1237334400
2864,1196,1,1237334400
312,1329,1,1237420800
1122,381,1,1237420800
2487,937,1,1237507200
538,143,1,1237766400
583,1218,1,1237852800
3671,1061,1,1237852800
2474,1290,1,1237939200
1752,979,1,1238025600
4270,699,1,1238025600
4344,730,1,1238112000
1301,201,1,1238284800
4651,1180,1,1238284800
398,679,1,1238371200
1963,806,1,1238371200
192,929,1,1238457600
2172,106,1,1238457600
739,1010,1,1238544000
739,1038,1,1238544000
312,878,1,1238630400
542,746,1,1238630400
3225,1025,1,1238630400
3225,1030,1,1238630400
3747,890,1,1238630400
4930,725,1,1238630400
1229,1366,1,1238716800
960,286,1,1238803200
278,149,1,1238889600
278,257,1,1238889600
2063,1311,1,1238976000
2015,283,1,1239062400
3518,768,1,1239062400
4047,985,1,1239062400
545,1178,1,1239148800
737,746,1,1239148800
157,538,1,1239321600
341,966,1,1239321600
539,1285,1,1239321600
278,267,1,1239494400
1299,1419,1,1239580800
2906,0,1,1239580800
2906,1010,1,1239580800
2906,1124,1,1239580800
3249,948,1,1239580800
3671,200,1,1239580800
132,1081,1,1239667200
598,1022,1,1239667200
1794,201,1,1239667200
683,997,1,1239753600
1586,201,1,1239753600
132,1113,1,1239840000
1650,1198,1,1239840000
3228,1373,1,1239840000
4135,831,1,1239840000
1523,60,1,1240099200
1523,612,1,1240099200
1523,728,1,1240099200
312,149,1,1240358400
1162,310,1,1240358400
4438,896,1,1240444800
316,1143,1,1240876800
1229,1349,1,1240876800
4670,1175,1,1240876800
2065,1175,1,1241049600
1332,850,1,1241136000
1599,1216,1,1241136000
3446,573,1,1241136000
4245,878,1,1241308800
1010,882,1,1241395200
646,1135,1,1241481600
1332,510,1,1241481600
2888,1028,1,1241481600
569,431,1,1241654400
1015,1161,1,1241654400
2009,753,1,1241740800
2009,809,1,1241740800
1856,783,1,1242086400
3298,1901,1,1242086400
146,139,1,1242172800
146,1038,1,1242172800
146,1073,1,1242172800
192,831,1,1242172800
258,951,1,1242172800
258,1107,1,1242172800
991,927,1,1242172800
1711,960,1,1242259200
125,1055,1,1242345600
172,1299,1,1242345600
3238,201,1,1242345600
4749,967,1,1242345600
4749,1174,1,1242345600
1030,730,1,1242604800
1748,1254,1,1242604800
2646,1072,1,1242691200
4548,1256,1,1242777600
322,1886,1,1242864000
2015,450,1,1242864000
2015,1195,1,1242864000
4595,1335,1,1242864000
316,1334,1,1242950400
1253,831,1,1242950400
2201,1081,1,1243123200
3762,970,1,1243209600
4289,1154,1,1243296000
956,1452,1,1243468800
1082,1081,1,1243468800
1122,1452,1,1243468800
1990,1452,1,1243468800
124,1015,1,1243814400
2560,865,1,1243814400
3364,1010,1,1243814400
4089,377,1,1243814400
363,984,1,1243900800
3770,1452,1,1243900800
312,1212,1,1244073600
312,1237,1,1244073600
312,1494,1,1244073600
3094,1175,1,1244073600
3671,995,1,1244073600
991,1452,1,1244160000
2328,641,1,1244160000
4578,1401,1,1244246400
4578,1512,1,1244246400
1349,1125,1,1244332800
2565,1452,1,1244419200
4708,730,1,1244419200
4708,941,1,1244419200
2643,897,1,1244505600
2328,68,1,1244592000
3437,1513,1,1244592000
2428,1529,1,1244678400
2428,1530,1,1244678400
181,201,1,1244764800
73,301,1,1244851200
74,694,1,1245024000
339,1452,1,1245024000
4027,187,1,1245110400
739,1007,1,1245196800
3432,903,1,1245196800
503,1282,1,1245283200
1162,1400,1,1245283200
1941,1452,1,1245283200
2563,1285,1,1245283200
3868,878,1,1245283200
4621,1452,1,1245283200
1972,932,1,1245369600
3446,640,1,1245369600
3736,969,1,1245369600
4247,1287,1,1245456000
124,976,1,1245542400
238,878,1,1245542400
4138,1150,1,1245628800
4138,1225,1,1245628800
366,865,1,1245715200
2568,201,1,1245715200
4156,1333,1,1245715200
1303,407,1,1245801600
2215,1003,1,1245801600
2220,1070,1,1245801600
77,983,1,1245888000
1038,1004,1,1245888000
1229,644,1,1245888000
4128,1349,1,1245888000
4289,944,1,1245888000
1303,881,1,1245974400
1303,885,1,1245974400
1303,1252,1,1245974400
